Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,FL,Sarasota County,3,12,115,12115,Distribution of all-cause deaths (%),8073,785,0.923,0.033,,0.006,,0.034,0.003,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Sarasota County,3,12,115,12115,Distribution of COVID-19 deaths (%),8073,785,0.879,0.038,,,,0.073,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Sarasota County,3,12,115,12115,Distribution of population (%),8073,785,0.827,0.043,0.002,0.018,0,0.096,0.014,Medium metro,
03/17/2021,01/01/2020,03/13/2021,FL,Seminole County,2,12,117,12117,Distribution of all-cause deaths (%),4487,295,0.735,0.114,,0.021,,0.124,0.004,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Seminole County,2,12,117,12117,Distribution of COVID-19 deaths (%),4487,295,0.654,0.139,,0.041,,0.163,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Seminole County,2,12,117,12117,Distribution of population (%),4487,295,0.588,0.115,0.002,0.048,0.001,0.224,0.022,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,FL,Sumter County,4,12,119,12119,Distribution of all-cause deaths (%),3076,231,0.931,0.038,,0.006,,0.021,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Sumter County,4,12,119,12119,Distribution of COVID-19 deaths (%),3076,231,0.853,0.052,,,,0.078,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Sumter County,4,12,119,12119,Distribution of population (%),3076,231,0.85,0.069,0.003,0.009,0.001,0.059,0.009,Small metro,
03/17/2021,01/01/2020,03/13/2021,FL,Volusia County,3,12,127,12127,Distribution of all-cause deaths (%),9855,642,0.855,0.072,,0.006,,0.063,0.003,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Volusia County,3,12,127,12127,Distribution of COVID-19 deaths (%),9855,642,0.752,0.123,,,,0.111,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,FL,Volusia County,3,12,127,12127,Distribution of population (%),9855,642,0.706,0.104,0.003,0.019,0,0.15,0.018,Medium metro,
03/17/2021,01/01/2020,03/13/2021,GA,Baldwin County,5,13,9,13009,Distribution of all-cause deaths (%),643,101,0.605,0.384,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Baldwin County,5,13,9,13009,Distribution of COVID-19 deaths (%),643,101,0.545,0.426,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Baldwin County,5,13,9,13009,Distribution of population (%),643,101,0.523,0.42,0.002,0.017,0.001,0.023,0.013,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,GA,Bartow County,2,13,15,13015,Distribution of all-cause deaths (%),1346,130,0.884,0.095,,,,0.016,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bartow County,2,13,15,13015,Distribution of COVID-19 deaths (%),1346,130,0.877,0.085,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bartow County,2,13,15,13015,Distribution of population (%),1346,130,0.769,0.108,0.003,0.01,0.001,0.092,0.018,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Bibb County,4,13,21,13021,Distribution of all-cause deaths (%),3901,567,0.528,0.456,,0.005,,0.009,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bibb County,4,13,21,13021,Distribution of COVID-19 deaths (%),3901,567,0.48,0.497,,,,0.018,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bibb County,4,13,21,13021,Distribution of population (%),3901,567,0.374,0.552,0.002,0.021,0.001,0.035,0.015,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Bulloch County,5,13,31,13031,Distribution of all-cause deaths (%),913,110,0.706,0.28,,,,0.011,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bulloch County,5,13,31,13031,Distribution of COVID-19 deaths (%),913,110,0.545,0.445,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Bulloch County,5,13,31,13031,Distribution of population (%),913,110,0.632,0.291,0.002,0.013,0.001,0.042,0.018,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,GA,Carroll County,2,13,45,13045,Distribution of all-cause deaths (%),1797,290,0.848,0.137,,,,0.011,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Carroll County,2,13,45,13045,Distribution of COVID-19 deaths (%),1797,290,0.831,0.141,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Carroll County,2,13,45,13045,Distribution of population (%),1797,290,0.704,0.191,0.003,0.009,0,0.072,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Chatham County,3,13,51,13051,Distribution of all-cause deaths (%),4818,560,0.619,0.346,,0.01,,0.023,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Chatham County,3,13,51,13051,Distribution of COVID-19 deaths (%),4818,560,0.58,0.368,,,,0.034,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Chatham County,3,13,51,13051,Distribution of population (%),4818,560,0.478,0.402,0.002,0.029,0.001,0.067,0.021,Medium metro,
03/17/2021,01/01/2020,03/13/2021,GA,Cherokee County,2,13,57,13057,Distribution of all-cause deaths (%),1885,166,0.909,0.047,,0.007,,0.034,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Cherokee County,2,13,57,13057,Distribution of COVID-19 deaths (%),1885,166,0.916,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Cherokee County,2,13,57,13057,Distribution of population (%),1885,166,0.778,0.07,0.002,0.02,0.001,0.11,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Clarke County,4,13,59,13059,Distribution of all-cause deaths (%),2289,389,0.715,0.253,,0.007,,0.024,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Clarke County,4,13,59,13059,Distribution of COVID-19 deaths (%),2289,389,0.653,0.293,,,,0.044,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Clarke County,4,13,59,13059,Distribution of population (%),2289,389,0.551,0.277,0.002,0.04,0,0.11,0.02,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Clayton County,2,13,63,13063,Distribution of all-cause deaths (%),1750,141,0.284,0.63,,0.037,,0.048,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Clayton County,2,13,63,13063,Distribution of COVID-19 deaths (%),1750,141,0.191,0.652,,0.085,,0.071,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Clayton County,2,13,63,13063,Distribution of population (%),1750,141,0.091,0.704,0.002,0.049,0.001,0.134,0.02,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Cobb County,2,13,67,13067,Distribution of all-cause deaths (%),7468,926,0.717,0.215,,0.019,,0.045,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Cobb County,2,13,67,13067,Distribution of COVID-19 deaths (%),7468,926,0.621,0.233,,0.024,,0.12,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Cobb County,2,13,67,13067,Distribution of population (%),7468,926,0.511,0.276,0.002,0.055,0,0.133,0.023,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Coffee County,5,13,69,13069,Distribution of all-cause deaths (%),587,128,0.733,0.237,,,,0.031,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Coffee County,5,13,69,13069,Distribution of COVID-19 deaths (%),587,128,0.641,0.305,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Coffee County,5,13,69,13069,Distribution of population (%),587,128,0.573,0.283,0.002,0.008,0,0.121,0.013,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,GA,Colquitt County,5,13,71,13071,Distribution of all-cause deaths (%),734,106,0.714,0.23,,,,0.054,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Colquitt County,5,13,71,13071,Distribution of COVID-19 deaths (%),734,106,0.604,0.264,,,,0.132,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Colquitt County,5,13,71,13071,Distribution of population (%),734,106,0.554,0.231,0.002,0.007,0,0.196,0.01,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,GA,Coweta County,2,13,77,13077,Distribution of all-cause deaths (%),1405,162,0.757,0.208,,,,0.028,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Coweta County,2,13,77,13077,Distribution of COVID-19 deaths (%),1405,162,0.642,0.29,,,,0.068,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Coweta County,2,13,77,13077,Distribution of population (%),1405,162,0.705,0.179,0.003,0.021,0.001,0.073,0.018,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,DeKalb County,2,13,89,13089,Distribution of all-cause deaths (%),6618,633,0.393,0.539,,0.032,,0.031,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,DeKalb County,2,13,89,13089,Distribution of COVID-19 deaths (%),6618,633,0.329,0.572,,0.047,,0.043,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,DeKalb County,2,13,89,13089,Distribution of population (%),6618,633,0.293,0.536,0.001,0.064,0,0.085,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Dougherty County,4,13,95,13095,Distribution of all-cause deaths (%),1904,364,0.428,0.558,,,,0.01,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Dougherty County,4,13,95,13095,Distribution of COVID-19 deaths (%),1904,364,0.332,0.646,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Dougherty County,4,13,95,13095,Distribution of population (%),1904,364,0.242,0.703,0.002,0.009,0.001,0.031,0.013,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Douglas County,2,13,97,13097,Distribution of all-cause deaths (%),1047,107,0.628,0.328,,0.01,,0.029,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Douglas County,2,13,97,13097,Distribution of COVID-19 deaths (%),1047,107,0.514,0.393,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Douglas County,2,13,97,13097,Distribution of population (%),1047,107,0.374,0.481,0.003,0.016,0.001,0.102,0.023,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Fayette County,2,13,113,13113,Distribution of all-cause deaths (%),1475,235,0.626,0.332,,0.015,,0.023,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Fayette County,2,13,113,13113,Distribution of COVID-19 deaths (%),1475,235,0.468,0.481,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Fayette County,2,13,113,13113,Distribution of population (%),1475,235,0.605,0.246,0.002,0.05,0.001,0.075,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Floyd County,4,13,115,13115,Distribution of all-cause deaths (%),2323,370,0.867,0.108,,,,0.019,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Floyd County,4,13,115,13115,Distribution of COVID-19 deaths (%),2323,370,0.857,0.097,,,,0.038,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Floyd County,4,13,115,13115,Distribution of population (%),2323,370,0.705,0.144,0.002,0.014,0.001,0.116,0.017,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Forsyth County,2,13,117,13117,Distribution of all-cause deaths (%),2107,232,0.873,0.044,,0.042,,0.04,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Forsyth County,2,13,117,13117,Distribution of COVID-19 deaths (%),2107,232,0.789,0.047,,0.06,,0.103,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Forsyth County,2,13,117,13117,Distribution of population (%),2107,232,0.69,0.04,0.002,0.154,0,0.097,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Fulton County,1,13,121,13121,Distribution of all-cause deaths (%),12101,1453,0.437,0.503,,0.022,,0.036,0.002,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Fulton County,1,13,121,13121,Distribution of COVID-19 deaths (%),12101,1453,0.352,0.538,,0.022,,0.082,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Fulton County,1,13,121,13121,Distribution of population (%),12101,1453,0.396,0.435,0.001,0.076,0,0.072,0.02,Large central metro,
03/17/2021,01/01/2020,03/13/2021,GA,Glynn County,4,13,127,13127,Distribution of all-cause deaths (%),1479,191,0.76,0.209,,0.014,,0.017,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Glynn County,4,13,127,13127,Distribution of COVID-19 deaths (%),1479,191,0.654,0.293,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Glynn County,4,13,127,13127,Distribution of population (%),1479,191,0.635,0.259,0.002,0.015,0.001,0.068,0.018,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Gwinnett County,2,13,135,13135,Distribution of all-cause deaths (%),5819,730,0.587,0.223,,0.092,,0.094,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Gwinnett County,2,13,135,13135,Distribution of COVID-19 deaths (%),5819,730,0.416,0.223,,0.114,,0.24,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Gwinnett County,2,13,135,13135,Distribution of population (%),5819,730,0.354,0.28,0.002,0.124,0,0.217,0.024,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Hall County,4,13,139,13139,Distribution of all-cause deaths (%),3840,705,0.859,0.07,,0.015,,0.054,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Hall County,4,13,139,13139,Distribution of COVID-19 deaths (%),3840,705,0.789,0.082,,0.021,,0.106,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Hall County,4,13,139,13139,Distribution of population (%),3840,705,0.601,0.073,0.002,0.02,0,0.291,0.013,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Henry County,2,13,151,13151,Distribution of all-cause deaths (%),2581,299,0.534,0.411,,0.023,,0.029,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Henry County,2,13,151,13151,Distribution of COVID-19 deaths (%),2581,299,0.435,0.465,,,,0.074,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Henry County,2,13,151,13151,Distribution of population (%),2581,299,0.4,0.47,0.002,0.033,0.001,0.072,0.023,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Houston County,4,13,153,13153,Distribution of all-cause deaths (%),1799,206,0.668,0.291,,0.018,,0.019,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Houston County,4,13,153,13153,Distribution of COVID-19 deaths (%),1799,206,0.583,0.379,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Houston County,4,13,153,13153,Distribution of population (%),1799,206,0.549,0.323,0.003,0.033,0.001,0.066,0.027,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Laurens County,5,13,175,13175,Distribution of all-cause deaths (%),1086,182,0.675,0.316,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Laurens County,5,13,175,13175,Distribution of COVID-19 deaths (%),1086,182,0.659,0.335,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Laurens County,5,13,175,13175,Distribution of population (%),1086,182,0.574,0.372,0.002,0.011,0,0.029,0.012,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,GA,Lowndes County,4,13,185,13185,Distribution of all-cause deaths (%),1614,284,0.628,0.348,,0.006,,0.017,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Lowndes County,4,13,185,13185,Distribution of COVID-19 deaths (%),1614,284,0.585,0.377,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Lowndes County,4,13,185,13185,Distribution of population (%),1614,284,0.529,0.367,0.003,0.021,0.001,0.06,0.02,Small metro,
03/17/2021,01/01/2020,03/13/2021,GA,Muscogee County,3,13,215,13215,Distribution of all-cause deaths (%),3890,597,0.548,0.422,,0.011,,0.016,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Muscogee County,3,13,215,13215,Distribution of COVID-19 deaths (%),3890,597,0.497,0.462,,,,0.022,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Muscogee County,3,13,215,13215,Distribution of population (%),3890,597,0.396,0.465,0.004,0.028,0.002,0.077,0.029,Medium metro,
03/17/2021,01/01/2020,03/13/2021,GA,Newton County,2,13,217,13217,Distribution of all-cause deaths (%),1016,114,0.626,0.358,,,,0.012,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Newton County,2,13,217,13217,Distribution of COVID-19 deaths (%),1016,114,0.649,0.325,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Newton County,2,13,217,13217,Distribution of population (%),1016,114,0.439,0.465,0.002,0.011,0.001,0.061,0.02,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Paulding County,2,13,223,13223,Distribution of all-cause deaths (%),1024,118,0.84,0.124,,0.01,,0.021,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Paulding County,2,13,223,13223,Distribution of COVID-19 deaths (%),1024,118,0.864,0.102,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,GA,Paulding County,2,13,223,13223,Distribution of population (%),1024,118,0.684,0.21,0.002,0.012,0.001,0.071,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,GA,Richmond County,3,13,245,13245,Distribution of all-cause deaths (%),5256,935,0.532,0.436,,0.012,,0.018,,Medium metro,Data based on counts less than 10 suppressed
